Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
2026-03-12,Included,gpt-5.3-codex,No,0,52008,203392,2447,257847,Included
2026-03-12,Included,composer-1,No,0,14867,62752,5445,83064,Included
2026-03-12,Included,gpt-5.3-codex,No,0,2435,302208,2444,307087,Included
2026-03-12,"Errored, No Charge",gpt-5.3-codex,No,0,0,0,0,0,-
2026-03-12,Included,composer-1,No,0,13381,77728,986,92095,Included
2026-03-12,Included,gpt-5.3-codex,No,0,12110,295680,2833,310623,Included
2026-03-12,Included,composer-1,No,0,763,62368,5420,68551,Included
2026-03-12,Included,composer-1,No,0,1741,118208,1158,121107,Included
2026-03-12,Included,gpt-5.3-codex,No,0,47664,225152,4303,277119,Included
2026-03-12,Included,composer-1,No,0,584,28448,478,29510,Included
2026-03-12,Included,composer-1,No,0,37221,123232,1385,161838,Included
2026-03-12,Included,gpt-5.3-codex,No,0,33804,270464,13292,317560,Included
2026-03-12,Included,composer-1,No,0,21440,70464,649,92553,Included
2026-03-12,Included,composer-1,No,0,28450,90592,1056,120098,Included
2026-03-12,Included,composer-1,No,0,53093,67040,12214,132347,Included
2026-03-12,Included,composer-1,No,0,13710,78592,1277,93579,Included
2026-03-11,Included,composer-1,No,0,29940,142144,2958,175042,Included
2026-03-11,Included,composer-1,No,0,38009,188064,5107,231180,Included
2026-03-11,Included,composer-1,No,0,41950,172960,3469,218379,Included
2026-03-11,Included,composer-1,No,0,30599,67648,1304,99551,Included
2026-03-11,Included,composer-1,No,0,18604,39008,747,58359,Included
2026-03-11,Included,composer-1,No,0,24731,39904,603,65238,Included
2026-03-11,Included,composer-1,No,0,12354,50784,807,63945,Included
2026-03-11,Included,composer-1,No,0,9531,168480,2453,180464,Included
2026-03-11,Included,composer-1,No,0,91480,207968,3868,303316,Included
2026-03-11,Included,composer-1,No,0,38823,37440,1112,77375,Included
2026-03-11,Included,composer-1,No,0,44426,28032,755,73213,Included
2026-03-11,Included,gpt-5.3-codex,No,0,22131,148608,9206,179945,Included
2026-03-11,Included,composer-1,No,0,43825,37376,3870,85071,Included
2026-03-11,Included,composer-1,No,0,70695,64576,1161,136432,Included
2026-03-11,Included,composer-1,No,0,19154,9344,206,28704,Included
2026-03-11,Included,composer-1,No,0,56816,28096,465,85377,Included
2026-03-11,Included,composer-1,No,0,0,0,0,0,Included
2026-03-11,Included,composer-1,No,0,164604,254752,6400,425756,Included
2026-03-11,Included,composer-1,No,0,6905,348256,1316,356477,Included
2026-03-11,Included,composer-1,No,0,126423,76704,1275,204402,Included
2026-03-11,Included,composer-1,No,0,30330,48448,5221,83999,Included
2026-03-11,Included,composer-1,No,0,92289,108608,2845,203742,Included
2026-03-11,Included,composer-1,No,0,33112,28128,517,61757,Included
2026-03-11,Included,composer-1,No,0,13170,9376,272,22818,Included
2026-03-11,Included,composer-1,No,0,37900,44352,867,83119,Included
2026-03-11,Included,composer-1,No,0,19795,18720,479,38994,Included
2026-03-11,Included,composer-1,No,0,9342,9376,32,18750,Included
2026-03-11,Included,composer-1,No,0,9374,9344,42,18760,Included
2026-03-11,Included,auto,No,0,18644,76928,941,96513,Included
2026-03-11,Included,composer-1,No,0,0,0,0,0,Included
2026-03-11,Included,composer-1,No,0,43744,87968,2082,133794,Included
2026-03-11,Included,composer-1,No,0,29307,48448,715,78470,Included
2026-03-11,Included,composer-1,No,0,30921,67424,1053,99398,Included
2026-03-10,Included,composer-1,No,0,7437,632032,2058,641527,Included
2026-03-10,Included,composer-1,No,0,495,154048,149,154692,Included
2026-03-10,Included,composer-1,No,0,64542,1388064,2255,1454861,Included
2026-03-10,Included,composer-1,No,0,872,173472,702,175046,Included
2026-03-10,Included,composer-1,No,0,937,169440,1219,171596,Included
2026-03-10,Included,composer-1,No,0,14462,797472,7160,819094,Included
2026-03-10,Included,composer-1,No,0,182852,905856,7858,1096566,Included
2026-03-10,Included,composer-1,No,0,56481,87840,11656,155977,Included
2026-03-10,Included,gpt-5.3-codex,No,0,47223,158208,3340,208771,Included
2026-03-10,Included,gpt-5.3-codex,No,0,90141,63360,8615,162116,Included
2026-03-10,Included,gpt-5.3-codex,No,0,28919,101888,11161,141968,Included
2026-03-10,Included,composer-1,No,0,146023,1264480,6916,1417419,Included
2026-03-10,Included,gpt-5.3-codex,No,0,43349,55296,9739,108384,Included
2026-03-10,Included,gpt-5.3-codex,No,0,22833,5632,712,29177,Included
2026-03-10,Included,composer-1,No,0,37454,53568,1850,92872,Included
2026-03-10,Included,composer-1,No,0,157906,154656,4805,317367,Included
2026-03-10,Included,composer-1.5,No,0,1107,137056,1691,139854,Included
2026-03-10,Included,composer-1.5,No,0,15041,304896,4069,324006,Included
2026-03-10,Included,composer-1.5,No,0,8412,210400,4516,223328,Included
2026-03-10,Included,composer-1.5,No,0,185,49824,144,50153,Included
2026-03-10,Included,auto,No,0,86,19456,83,19625,Included
2026-03-10,Included,composer-1.5,No,0,8890,93280,1860,104030,Included
2026-03-10,Included,auto,No,0,87,19456,158,19701,Included
2026-03-10,Included,composer-1.5,No,0,200,44032,167,44399,Included
2026-03-10,Included,composer-1.5,No,0,10393,140672,3437,154502,Included
2026-03-10,Included,composer-1.5,No,0,796,141792,1356,143944,Included
2026-03-10,Included,auto,No,0,2646,16896,108,19650,Included
2026-03-10,Included,composer-1.5,No,0,14427,99808,2478,116713,Included
2026-03-10,Included,composer-1.5,No,0,1965,27904,740,30609,Included
2026-03-10,Included,composer-1.5,No,0,2786,47456,1066,51308,Included
2026-03-10,Included,composer-1.5,No,0,6691,14176,1681,22548,Included
2026-03-10,Included,composer-1.5,No,0,2774,11072,346,14192,Included
2026-03-10,Included,auto,No,0,3049,197632,945,201626,Included
2026-03-10,Included,auto,No,0,4899,180224,1796,186919,Included
2026-03-10,Included,auto,No,0,6609,235520,2955,245084,Included
2026-03-10,Included,composer-1,No,0,136637,209920,3209,349766,Included
2026-03-10,Included,auto,No,0,2815,142336,725,145876,Included
2026-03-10,Included,auto,No,0,2186,43520,758,46464,Included
2026-03-10,Included,auto,No,0,5649,77312,974,83935,Included
2026-03-10,Included,auto,No,0,1199,76288,497,77984,Included
2026-03-10,Included,auto,No,0,1557,48640,315,50512,Included
2026-03-10,Included,auto,No,0,724,23552,422,24698,Included
2026-03-10,Included,auto,No,0,558,23040,592,24190,Included
2026-03-10,Included,auto,No,0,2064,66048,773,68885,Included
2026-03-10,Included,auto,No,0,1372,41472,956,43800,Included
2026-03-10,Included,auto,No,0,13163,142336,1625,157124,Included
2026-03-10,Included,composer-1.5,No,0,4548,1475552,4152,1484252,Included
2026-03-10,Included,composer-1.5,No,0,15477,1245088,3065,1263630,Included
2026-03-10,Included,composer-1.5,No,0,676,537792,375,538843,Included
2026-03-10,Included,composer-1.5,No,0,676,399808,444,400928,Included
2026-03-10,Included,composer-1.5,No,0,10218,910432,2042,922692,Included
2026-03-10,Included,composer-1.5,No,0,6558,627264,3790,637612,Included
2026-03-10,Included,composer-1.5,No,0,781,364128,811,365720,Included
2026-03-10,Included,composer-1.5,No,0,3166,120032,748,123946,Included
2026-03-10,Included,composer-1.5,No,0,1776,943456,1814,947046,Included
2026-03-10,Included,composer-1.5,No,0,2030,907712,2622,912364,Included
2026-03-10,Included,composer-1.5,No,0,233,223424,265,223922,Included
2026-03-10,Included,composer-1.5,No,0,254,222048,584,222886,Included
2026-03-10,Included,composer-1.5,No,0,3857,751328,3576,758761,Included
2026-03-10,Included,composer-1.5,No,0,4603,202976,1311,208890,Included
2026-03-10,Included,composer-1.5,No,0,3827,100096,1135,105058,Included
2026-03-10,Included,composer-1.5,No,0,4829,493760,2171,500760,Included
2026-03-10,Included,composer-1.5,No,0,277,96160,1086,97523,Included
2026-03-10,Included,composer-1.5,No,0,180,94912,1070,96162,Included
2026-03-10,Included,composer-1.5,No,0,11600,938656,11899,962155,Included
2026-03-10,Included,composer-1.5,No,0,7192,604000,1181,612373,Included
2026-03-10,Included,composer-1.5,No,0,32357,1444960,26834,1504151,Included
2026-03-10,Included,composer-1.5,No,0,4265,92032,1335,97632,Included
2026-03-10,Included,composer-1.5,No,0,25332,128128,4112,157572,Included
2026-03-09,Included,gpt-5.3-codex,No,0,27184,155136,9741,192061,Included
2026-03-09,Included,composer-1,No,0,10279,123392,473,134144,Included
2026-03-09,Included,composer-1,No,0,14051,173472,784,188307,Included
2026-03-09,Included,composer-1,No,0,113447,321280,5914,440641,Included
2026-03-09,Included,composer-1,No,0,127032,1102784,10475,1240291,Included
2026-03-09,Included,gpt-5.3-codex,No,0,6977,375552,3809,386338,Included
2026-03-09,Included,gpt-5.3-codex,No,0,9591,205824,1058,216473,Included
2026-03-09,Included,gpt-5.3-codex,No,0,23204,249600,3329,276133,Included
2026-03-09,Included,gpt-5.3-codex,No,0,47346,237056,5386,289788,Included
2026-03-09,Included,composer-1,No,0,39431,127936,1466,168833,Included
2026-03-09,Included,gpt-5.3-codex,No,0,18471,191616,8762,218849,Included
2026-03-09,Included,gpt-5.3-codex,No,0,22876,123136,9594,155606,Included
2026-03-09,Included,composer-1,No,0,131976,405170,9747,546893,Included
2026-03-09,Included,composer-1,No,0,38291,331461,7706,377458,Included
2026-03-09,Included,composer-1,No,0,68637,261732,12024,342393,Included
2026-03-09,Included,composer-1,No,0,99469,305711,9498,414678,Included
2026-03-09,Included,composer-1,No,0,43594,105632,15734,164960,Included
2026-03-09,Included,composer-1,No,0,47810,113568,2976,164354,Included
2026-03-09,Included,composer-1,No,0,36581,35936,3940,76457,Included
2026-03-09,Included,composer-1,No,0,15279,35776,1033,52088,Included
2026-03-09,Included,composer-1,No,0,16554,70784,634,87972,Included
2026-03-09,Included,composer-1,No,0,18563,59584,1680,79827,Included
2026-03-09,Included,composer-1,No,0,14380,34688,557,49625,Included
2026-03-09,Included,composer-1,No,0,13541,38816,144,52501,Included
2026-03-09,Included,composer-1,No,0,967,49440,381,50788,Included
2026-03-09,Included,composer-1,No,0,29454,67200,520,97174,Included
2026-03-09,Included,composer-1,No,0,67917,139680,2449,210046,Included
2026-03-09,Included,composer-1,No,0,7085,66464,559,74108,Included
2026-03-09,Included,composer-1,No,0,11354,9344,354,21052,Included
2026-03-09,Included,composer-1,No,0,13909,26272,225,40406,Included
2026-03-09,Included,composer-1,No,0,27321,65184,735,93240,Included
2026-03-09,Included,composer-1,No,0,25425,36160,184,61769,Included
2026-03-09,Included,composer-1,No,0,14417,156608,1411,172436,Included
2026-03-09,Included,composer-1,No,0,3866,198016,1093,202975,Included
2026-03-09,Included,composer-1,No,0,1294,47616,197,49107,Included
2026-03-09,Included,composer-1,No,0,38712,9344,463,48519,Included
2026-03-09,Included,composer-1,No,0,1213,46016,437,47666,Included
2026-03-09,Included,composer-1,No,0,649,45824,369,46842,Included
2026-03-09,Included,composer-1,No,0,97107,423872,3487,524466,Included
2026-03-09,Included,composer-1,No,0,20754,9344,344,30442,Included
2026-03-09,Included,composer-1,No,0,92514,207040,7837,307391,Included
2026-03-09,Included,composer-1,No,0,116247,249440,11430,377117,Included
2026-03-09,Included,auto,No,0,1336,38912,1237,41485,Included
2026-03-09,Included,gpt-5.3-codex,No,0,17071,10752,274,28097,Included
2026-03-09,Included,auto,No,0,32140,420352,7588,460080,Included
2026-03-09,Included,gpt-5.3-codex,No,0,12394,174976,9690,197060,Included
2026-03-09,Included,gpt-5.3-codex,No,0,517,200960,16461,217938,Included
2026-03-09,Included,gpt-5.3-codex,No,0,84,56192,8108,64384,Included
2026-03-09,"Errored, No Charge",gpt-5.3-codex,No,0,0,0,0,0,-
2026-03-09,Included,gpt-5.3-codex,No,0,0,0,0,0,Included
2026-03-09,Included,gpt-5.3-codex,No,0,0,0,0,0,Included
2026-03-09,Included,gpt-5.3-codex,No,0,24545,187776,2288,214609,Included
2026-03-09,Included,gpt-5.3-codex,No,0,49876,207744,9050,266670,Included
2026-03-09,Included,gpt-5.3-codex,No,0,9333,221952,9671,240956,Included
2026-03-09,"Errored, No Charge",gpt-5.3-codex,No,0,0,0,0,0,-
2026-03-09,Included,composer-1,No,0,40430,107040,789,148259,Included
2026-03-09,Included,composer-1,No,0,80910,67616,669,149195,Included
2026-03-09,Included,composer-1.5,No,0,4434,136832,2273,143539,Included
2026-03-09,Included,composer-1.5,No,0,33207,11072,974,45253,Included
2026-03-09,Included,auto,No,0,33062,9728,799,43589,Included
2026-03-08,Included,auto,No,0,20756,113152,2493,136401,Included
2026-03-08,Included,auto,No,0,1495,66048,1263,68806,Included
2026-03-08,Included,auto,No,0,17150,45056,1531,63737,Included
2026-03-08,Included,auto,No,0,27328,128000,1024,156352,Included
2026-03-08,Included,auto,No,0,22435,105984,2132,130551,Included
2026-03-08,Included,auto,No,0,4518,87552,790,92860,Included
2026-03-08,Included,auto,No,0,19076,41472,666,61214,Included
2026-03-08,Included,auto,No,0,9110,125952,2694,137756,Included
2026-03-08,Included,auto,No,0,18126,45056,294,63476,Included
2026-03-08,Included,auto,No,0,10392,77824,1541,89757,Included
2026-03-08,Included,auto,No,0,525,22528,90,23143,Included
2026-03-08,Included,auto,No,0,1035,22016,632,23683,Included
2026-03-08,Included,auto,No,0,12545,69632,1389,83566,Included
2026-03-08,Included,composer-1.5,No,0,9826,113600,1792,125218,Included
2026-03-08,Included,composer-1.5,No,0,4663,37504,2067,44234,Included
2026-03-08,Included,composer-1.5,No,0,1280,132576,2003,135859,Included
2026-03-08,Included,composer-1.5,No,0,133,16480,341,16954,Included
2026-03-08,Included,composer-1.5,No,0,64251,2553472,12909,2630632,Included
2026-03-08,Included,composer-1.5,No,0,76614,108448,18365,203427,Included
2026-03-08,Included,composer-1.5,No,0,75447,260448,4747,340642,Included
2026-03-08,Included,composer-1.5,No,0,58130,949632,20933,1028695,Included
2026-03-08,Included,composer-1.5,No,0,64304,92544,1826,158674,Included
2026-03-08,Included,gpt-5.3-codex,No,0,720,16896,457,18073,Included
2026-03-08,Included,gpt-5.3-codex,No,0,180,16896,668,17744,Included
2026-03-08,Included,composer-1.5,No,0,10139,1571104,26342,1607585,Included
2026-03-08,Included,gpt-5.3-codex,No,0,9771,173056,4231,187058,Included
2026-03-08,Included,composer-1.5,No,0,8008,67232,2446,77686,Included
2026-03-08,Included,gpt-5.3-codex,No,0,8536,129920,3958,142414,Included
2026-03-08,Included,composer-1.5,No,0,49431,541216,25540,616187,Included
2026-03-08,Included,gpt-5.3-codex,No,0,13204,89088,3539,105831,Included
2026-03-08,Included,auto,No,0,6662,160256,2830,169748,Included
2026-03-08,Included,gpt-5.3-codex,No,0,7319,138240,5762,151321,Included
2026-03-08,Included,gpt-5.3-codex,No,0,25221,169728,2862,197811,Included
2026-03-08,"Errored, No Charge",gpt-5.3-codex,No,0,0,0,0,0,-
2026-03-08,Included,gpt-5.3-codex,No,0,603,28032,284,28919,Included
2026-03-08,Included,gpt-5.3-codex,No,0,7020,21120,341,28481,Included
2026-03-08,Included,auto,No,0,407,52224,743,53374,Included
2026-03-08,Included,gpt-5.3-codex,No,0,10136,193408,5185,208729,Included
2026-03-08,Included,gpt-5.3-codex,No,0,11884,155264,1447,168595,Included
2026-03-08,Included,gpt-5.3-codex,No,0,13321,219904,4636,237861,Included
2026-03-08,Included,gpt-5.3-codex,No,0,7408,147456,4825,159689,Included
2026-03-08,Included,gpt-5.3-codex,No,0,18089,84480,3314,105883,Included
2026-03-08,Included,auto,No,0,35223,17408,615,53246,Included
2026-03-08,Included,auto,No,0,44427,64000,767,109194,Included
2026-03-08,Included,composer-1.5,No,0,55845,269088,2794,327727,Included
2026-03-08,Included,composer-1.5,No,0,4600,164320,2933,171853,Included
2026-03-08,Included,composer-1.5,No,0,14,52704,617,53335,Included
2026-03-08,"Aborted, Not Charged",composer-1.5,No,0,0,0,0,0,0.00
2026-03-08,Included,composer-1.5,No,0,47407,62496,1123,111026,Included
2026-03-08,Included,composer-1.5,No,0,18715,206272,9126,234113,Included
2026-03-08,Included,composer-1.5,No,0,24850,79872,1128,105850,Included
2026-03-08,Included,composer-1,No,0,31634,264256,2273,298163,Included
2026-03-08,Included,composer-1,No,0,3922,51904,1758,57584,Included
2026-03-08,Included,composer-1,No,0,2818,108000,7763,118581,Included
2026-03-08,Included,composer-1,No,0,15923,14464,6896,37283,Included
2026-03-08,Included,composer-1,No,0,0,0,0,0,Included
2026-03-08,Included,composer-1,No,0,18424,91968,1517,111909,Included
2026-03-08,Included,composer-1,No,0,23617,350816,9630,384063,Included
2026-03-08,Included,composer-1.5,No,0,220,242016,287,242523,Included
2026-03-08,Included,composer-1.5,No,0,19,80544,106,80669,Included
2026-03-08,Included,composer-1.5,No,0,0,0,0,0,Included
2026-03-08,Included,composer-1.5,No,0,301,242272,555,243128,Included
2026-03-08,Included,composer-1.5,No,0,0,0,0,0,Included
2026-03-08,Included,Premium (Codex 5.3),No,0,65086,237824,561,303471,Included
2026-03-08,Included,composer-1.5,No,0,755,241920,351,243026,Included
2026-03-08,Included,composer-1.5,No,0,1249,315744,1147,318140,Included
2026-03-08,Included,composer-1.5,No,0,4313,79699,1453,85465,Included
2026-03-08,Included,composer-1.5,No,0,3549,470464,1104,475117,Included
2026-03-08,Included,composer-1.5,No,0,453,152192,190,152835,Included
2026-03-08,Included,composer-1.5,No,0,71469,1039552,8721,1119742,Included
2026-03-08,Included,composer-1.5,No,0,8457,1628768,11075,1648300,Included
2026-03-08,Included,composer-1.5,No,0,1491,115424,272,117187,Included
2026-03-08,Included,composer-1.5,No,0,720,280576,1138,282434,Included
2026-03-08,Included,composer-1.5,No,0,424,109024,799,110247,Included
2026-03-08,Included,composer-1.5,No,0,7031,599200,2500,608731,Included
2026-03-08,Included,composer-1.5,No,0,26725,575264,5118,607107,Included
2026-03-08,Included,composer-1.5,No,0,3901,200544,5246,209691,Included
2026-03-08,Included,composer-1.5,No,0,8410,74752,2103,85265,Included
2026-03-08,Included,composer-1.5,No,0,32210,822336,6275,860821,Included
2026-03-08,Included,composer-1.5,No,0,10662,103616,4116,118394,Included
2026-03-08,Included,composer-1.5,No,0,14261,222272,6535,243068,Included
2026-03-08,Included,composer-1.5,No,0,25026,609760,10002,644788,Included
2026-03-08,Included,composer-1.5,No,0,11651,286176,5452,303279,Included
2026-03-08,Included,composer-1.5,No,0,33188,888512,25198,946898,Included
2026-03-08,Included,composer-1.5,No,0,34781,92288,2285,129354,Included
2026-03-08,Included,composer-1.5,No,0,27887,135296,15271,178454,Included
2026-03-08,Included,auto,No,0,27513,93184,1133,121830,Included
2026-03-08,Included,composer-1.5,No,0,8827,1465664,3886,1478377,Included
2026-03-08,Included,composer-1.5,No,0,105215,1332608,23389,1461212,Included
2026-03-08,Included,auto,No,0,61064,465408,11003,537475,Included
2026-03-08,Included,auto,No,0,42288,110592,2480,155360,Included
2026-03-08,Included,auto,No,0,69356,1400320,7107,1476783,Included
2026-03-08,Included,auto,No,0,8403,211968,3896,224267,Included
2026-03-08,Included,auto,No,0,2182,135168,410,137760,Included
2026-03-08,Included,auto,No,0,58749,414208,14006,486963,Included
2026-03-08,Included,composer-1,No,0,38846,256064,62313,357223,Included
2026-03-08,Included,composer-1,Yes,0,206,105120,22196,127522,Included
2026-03-08,"Errored, No Charge",composer-1,Yes,0,1799,311360,100428,413587,-
2026-03-08,"Errored, No Charge",composer-1,Yes,0,504,252576,100000,353080,-
2026-03-08,"Errored, No Charge",composer-1,Yes,0,42057,353984,100324,496365,-
2026-03-08,Included,Premium (Codex 5.3),No,0,49329,244224,4447,298000,Included
2026-03-08,Included,composer-1.5,No,0,9302,317376,7059,333737,Included
2026-03-08,Included,composer-1.5,No,0,39641,189280,3388,232309,Included
2026-03-08,Included,composer-1.5,No,0,41260,165600,4235,211095,Included
2026-03-08,Included,gpt-5.3-codex,No,0,45815,221696,9695,277206,Included
2026-03-08,Included,gpt-5.3-codex,No,0,18822,38400,269,57491,Included
2026-03-08,Included,composer-1,No,0,20616,130560,5028,156204,Included
2026-03-08,Included,composer-1,No,0,55379,155648,20880,231907,Included
2026-03-08,Included,composer-1.5,No,0,54779,970756,6995,1032530,Included
2026-03-08,Included,composer-1.5,No,0,29275,329568,6439,365282,Included
2026-03-08,Included,composer-1.5,No,0,761,114528,1500,116789,Included
2026-03-08,Included,composer-1.5,No,0,14876,205632,5359,225867,Included
2026-03-08,Included,composer-1.5,No,0,65995,954560,5468,1026023,Included
2026-03-08,Included,auto,No,0,21751,380928,15445,418124,Included
2026-03-08,Included,auto,No,0,8205,215040,3484,226729,Included
2026-03-08,Included,auto,No,0,8430,221184,4301,233915,Included
2026-03-08,Included,auto,No,0,29808,155136,4324,189268,Included
2026-03-08,Included,composer-1.5,No,0,9857,489024,3115,501996,Included
2026-03-08,Included,composer-1.5,No,0,30120,253120,4871,288111,Included
2026-03-08,Included,composer-1.5,No,0,47518,160224,7552,215294,Included
2026-03-08,Included,composer-1.5,No,0,23,18016,213,18252,Included
2026-03-08,Included,composer-1.5,No,0,16909,27200,1835,45944,Included
2026-03-08,Included,auto,No,0,34726,185344,12008,232078,Included
2026-03-08,Included,composer-1.5,No,0,368,85344,1134,86846,Included
2026-03-08,Included,composer-1.5,No,0,1488,77088,1724,80300,Included
2026-03-08,Included,composer-1.5,No,0,10815,218656,3183,232654,Included
2026-03-08,Included,composer-1.5,No,0,1229,312896,1018,315143,Included
2026-03-08,Included,composer-1.5,No,0,4312,1116576,7579,1128467,Included
2026-03-08,"Errored, No Charge",composer-1.5,No,0,0,0,0,0,-
2026-03-08,Included,composer-1.5,No,0,53933,554624,4280,612837,Included
2026-03-08,Included,composer-1.5,No,0,11470,166944,4145,182559,Included
2026-03-08,Included,composer-1.5,No,0,3409,11072,622,15103,Included
2026-03-07,Included,composer-1.5,No,0,3779,70592,1068,75439,Included
2026-03-07,Included,composer-1.5,No,0,46390,376704,3824,426918,Included
2026-03-07,Included,composer-1.5,No,0,1022,140352,1183,142557,Included
2026-03-07,Included,composer-1.5,No,0,7156,206528,2202,215886,Included
2026-03-07,Included,composer-1.5,No,0,217,13728,551,14496,Included
2026-03-07,Included,composer-1.5,No,0,755,186880,694,188329,Included
2026-03-07,Included,composer-1.5,No,0,1114,242304,1052,244470,Included
2026-03-07,Included,composer-1.5,No,0,498,118016,1301,119815,Included
2026-03-07,Included,composer-1.5,No,0,1953,398528,2151,402632,Included
2026-03-07,Included,composer-1.5,No,0,422,109856,242,110520,Included
2026-03-07,Included,composer-1.5,No,0,13131,615072,41556,669759,Included
2026-03-07,Included,Premium (Codex 5.3),No,0,42839,146304,4014,193157,Included
2026-03-07,Included,Premium (Codex 5.3),No,0,33016,194560,3955,231531,Included
2026-03-07,Included,composer-1.5,No,0,23247,14752,1498,39497,Included
2026-03-07,Included,composer-1.5,No,0,3093,53920,668,57681,Included
2026-03-07,Included,auto,No,0,49581,148992,4273,202846,Included
2026-03-07,Included,auto,No,0,18750,155136,3592,177478,Included
2026-03-07,Included,auto,No,0,6069,929280,1342,936691,Included
2026-03-07,Included,auto,No,0,14377,272896,2429,289702,Included
2026-03-07,Included,auto,No,0,1611,66048,546,68205,Included
2026-03-07,Included,auto,No,0,1627,64000,608,66235,Included
2026-03-07,Included,auto,No,0,16873,279040,4335,300248,Included
2026-03-07,Included,auto,No,0,3547,33280,438,37265,Included
2026-03-07,Included,auto,No,0,23801,829440,3479,856720,Included
2026-03-07,Included,auto,No,0,519,108544,217,109280,Included
2026-03-07,Included,auto,No,0,1464,215552,438,217454,Included
2026-03-07,Included,auto,No,0,107764,1128448,4705,1240917,Included
2026-03-07,Included,gpt-5.3-codex,No,0,89388,652544,2736,744668,Included
2026-03-07,Included,Premium (Codex 5.3),No,0,202394,2060288,4853,2267535,Included
2026-03-06,Included,composer-1.5,No,0,58558,11040,457,70055,Included
2026-03-06,Included,composer-1.5,No,0,1765,337216,1566,340547,Included
2026-03-06,Included,composer-1.5,No,0,247,65024,904,66175,Included
2026-03-06,Included,composer-1.5,No,0,690,126912,1132,128734,Included
2026-03-06,Included,composer-1.5,No,0,11635,517024,5728,534387,Included
2026-03-06,Included,composer-1.5,No,0,26129,367680,10620,404429,Included
2026-03-06,Included,gpt-5.3-codex,No,0,3959,88576,1678,94213,Included
2026-03-06,Included,gpt-5.3-codex,No,0,21235,68096,1149,90480,Included
2026-03-06,Included,gpt-5.3-codex,No,0,19468,130944,3684,154096,Included
2026-03-06,Included,gpt-5.3-codex,No,0,23633,77440,1387,102460,Included
2026-03-06,Included,gpt-5.3-codex,No,0,3866,72192,1349,77407,Included
2026-03-06,Included,gpt-5.3-codex,No,0,7924,62080,1415,71419,Included
2026-03-06,"Errored, No Charge",gpt-5.3-codex,No,0,0,0,0,0,-
2026-03-06,Included,gpt-5.3-codex,No,0,13908,21504,1143,36555,Included
2026-03-06,Included,gpt-5.3-codex,No,0,2556,17664,102,20322,Included
2026-03-06,Included,gpt-5.3-codex,No,0,14306,123392,1360,139058,Included
2026-03-06,Included,gpt-5.3-codex,No,0,17488,223232,935,241655,Included
2026-03-06,Included,gpt-5.3-codex,No,0,38535,62720,1987,103242,Included
2026-03-06,Included,gpt-5.3-codex,No,0,5241,83456,1131,89828,Included
2026-03-06,Included,gpt-5.3-codex,No,0,22623,147328,2836,172787,Included
2026-03-06,Included,gpt-5.3-codex,No,0,124570,218496,6384,349450,Included
2026-03-06,Included,gpt-5.3-codex,No,0,26206,145792,2317,174315,Included
2026-03-06,Included,gpt-5.3-codex,No,0,56196,150400,5255,211851,Included
2026-03-06,Included,gpt-5.3-codex,No,0,45028,136704,10755,192487,Included
2026-03-06,"Errored, No Charge",gpt-5.3-codex,No,0,0,0,0,0,-
2026-03-06,Included,gpt-5.3-codex,No,0,14786,10752,363,25901,Included
2026-03-05,Included,composer-1.5,No,0,3091,26496,1575,31162,Included
